numero_serial;modelo;mid;estado;nome;nome_fantasia;codigo;fornecedor;AQUISICAO
PB1S259R76970;P2 BIN;307579;NO CLIENTE;LIMA E ROBATINI INDUSTRIA E COMERCIO DE PLASTICO, PAPELAO E RECICLADOS LTDA;CASA DO GARRAFAO;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R76978;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259R76993;P2 BIN;1175297;NO CLIENTE;MICAEL QUENA GUIMARAES RODRIGUES;MICAEL QUENA GUIMARAES RODRIGUES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R76994;P2 BIN;1168129;NO CLIENTE;M. F. LIMA SOUSA LTDA;PREDILETA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77003;P2 BIN;1117328;NO CLIENTE;VS MARQUES;PLASTPAN;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77010;P2 BIN;939176;NO CLIENTE;GV MORAIS COMERCIO DE ALIMENTOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77012;P2 BIN;1143001;NO CLIENTE;JOSE WIGNO DA SILVA LIMA;MUNDO DAS UTILIDADES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77013;P2 BIN;303004;NO CLIENTE;ALIBA IMPORT LTDA;ALIBA IMPORT LTDA;1349;VAREJO CONECTA;ALUGADA
PB1S259R77019;P2 BIN;945829;NO CLIENTE;DISTRIBUIDORA DE BEBIDAS BRUNO LTDA;SUB ZERO DISTRIBUIDORA DE BEBIDAS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77023;P2 BIN;1201718;NO CLIENTE;SOLAR DA AMAZONIA EMPREENDIMENTOS LTDA;SOLAR DA AMAZONIA EMPREENDIMENTOS;2941;AZUL PAGAMENTOS LTDA;ALUGADA
PB1S259R77031;P2 BIN;1140755;NO CLIENTE;WANDIN IMPORTS LTDA;WANDIN IMPORTS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77036;P2 BIN;1139937;NO CLIENTE;CULINARIA CHINESA LTDA;CULINARIA CHINESA;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77039;P2 BIN;1142994;NO CLIENTE;JOSE VALTER DA SILVA;SHOPPING 20 VARIEDADES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77041;P2 BIN;1146235;NO CLIENTE;T M DOS SANTOS SILVA CELULARES;MILENA CELULARES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77044;P2 BIN;925703;NO CLIENTE;DISTRIBUIDORA DE BEBIDAS PAPALEGUAS LTDA;DISTRIBUIDORA DE BEBIDAS PAPALEGUAS;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77045;P2 BIN;1182785;NO CLIENTE;BRD COMERCIO DE ALIMENTOS LTDA;MIX DO PARQUE SUPERMERCADO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77046;P2 BIN;1065057;NO CLIENTE;PIETRATEX CONFECCOES INDUSTRIA E COMERCIO LTDA;PIETRA SINCE;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77050;P2 BIN;1182785;NO CLIENTE;BRD COMERCIO DE ALIMENTOS LTDA;MIX DO PARQUE SUPERMERCADO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77053;P2 BIN;929762;NO CLIENTE;CORTES NOBRES COMERCIO E CARNES LTDA;CENTRAL DA CARNE;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77061;P2 BIN;982856;NO CLIENTE;CARLOS EDUARDO ALVES DE MORAES;SURREAL LANCHES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77066;P2 BIN;879894;NO CLIENTE;CHURRASCARIA MARONEZI E LORINI LTDA;CHURRASCARIA FOGO DO GALPAO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77070;P2 BIN;307579;NO CLIENTE;LIMA E ROBATINI INDUSTRIA E COMERCIO DE PLASTICO, PAPELAO E RECICLADOS LTDA;CASA DO GARRAFAO;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77071;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259R77081;P2 BIN;1170536;NO CLIENTE;CLUBE DO GELADO LTDA;CLUBE DO GELADO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77087;P2 BIN;905929;NO CLIENTE;FJA PIZZAIOLOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77089;P2 BIN;1172356;NO CLIENTE;J W DA SILVA LIMA LTDA;MUNDO DAS UTILIDADES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77095;P2 BIN;301601;NO CLIENTE;BAHIAODONTO;BAHIAODONTO;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
PB1S259R77104;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259R77111;P2 BIN;1142048;NO CLIENTE;IVANDRO LUIS RIBEIRO FILHO;SARGACAO LANCHES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77112;P2 BIN;1136851;NO CLIENTE;JANDERLEY ALEXSON DANTAS DA SILVA;LOJAO DO CARUARU MOSSORO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77113;P2 BIN;1109288;NO CLIENTE;RAY ERIKE SOUZA DA SILVA;RAY;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77115;P2 BIN;1065057;NO CLIENTE;PIETRATEX CONFECCOES INDUSTRIA E COMERCIO LTDA;PIETRA SINCE;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77116;P2 BIN;1117328;NO CLIENTE;VS MARQUES;PLASTPAN;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77119;P2 BIN;1182785;NO CLIENTE;BRD COMERCIO DE ALIMENTOS LTDA;MIX DO PARQUE SUPERMERCADO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77123;P2 BIN;1208804;NO CLIENTE;MADARA RUBA. ALVES - ME;QINQIAO WU;2936;M MILOCHI FOMENTO MERCANTIL LTDA;ALUGADA
PB1S259R77125;P2 BIN;1143003;NO CLIENTE;JOSE WIGNO DA SILVA LIMA;MUNDO DAS UTILIDADES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77131;P2 BIN;1145827;NO CLIENTE;M ALMEIDA DA SILVA - CELULARES;MILENA CELULARES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77132;P2 BIN;303515;NO CLIENTE;AZEVEDO E SILVA COMERCIO DE MEDICAMENTOS LTDA;DROGAVAN;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77133;P2 BIN;321025;NO CLIENTE;PRIMOS MARCHIORI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;COMERCIO MARCHIORI;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77134;P2 BIN;1076591;NO CLIENTE;CENTRO CLINICO VITA LIFE LTDA;CENTRO CLINICO VITA LIFE LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77137;P2 BIN;303515;NO CLIENTE;AZEVEDO E SILVA COMERCIO DE MEDICAMENTOS LTDA;DROGAVAN;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77138;P2 BIN;303783;NO CLIENTE;THATIENNE DE CARVALHO MARTINS;SUPER SHOP CONFECCOES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77152;P2 BIN;879879;NO CLIENTE;CHURRASCARIA FOGO DO GALPAO LTDA;CHURRASCARIA FOGO DO GALPAO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77164;P2 BIN;307578;NO CLIENTE;FERNANDO ADRIANO DA SILVA MERCEARIA;MERCEARIA FERNANDO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77175;P2 BIN;1092750;NO CLIENTE;RESTAURANTE ASSIS LTDA;RESTAURANTE ASSIS LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77175;P2 BIN;1092750;NO CLIENTE;RESTAURANTE ASSIS LTDA;RESTAURANTE ASSIS LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77193;P2 BIN;302678;NO CLIENTE;MGQ COMERCIO E SERVICOS LTDA;LUZIANIA COLCHOES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77201;P2 BIN;1177124;NO CLIENTE;CARLOS ALEXANDRE DE OLIVEIRA LTDA;CARLOS ALEXANDRE DE OLIVEIRA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77204;P2 BIN;1137969;NO CLIENTE;AREA 51 NA CHAPADA LTDA;AREA 51;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77205;P2 BIN;879919;NO CLIENTE;MK MARONEZI RESTAURANTE E GALETERIA LTDA;CHURRASCARIA E RESTAURANTE BONNABRASA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77207;P2 BIN;1186029;NO CLIENTE;W L ARTIGOS DE ARMARINHO LTDA;SHOPPING 7;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77210;P2 BIN;1217463;NO CLIENTE;JBH CALCADOS LTDA;VIA UNO;1349;VAREJO CONECTA;ALUGADA
PB1S259R77212;P2 BIN;879879;NO CLIENTE;CHURRASCARIA FOGO DO GALPAO LTDA;CHURRASCARIA FOGO DO GALPAO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77215;P2 BIN;939176;NO CLIENTE;GV MORAIS COMERCIO DE ALIMENTOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77216;P2 BIN;929762;NO CLIENTE;CORTES NOBRES COMERCIO E CARNES LTDA;CENTRAL DA CARNE;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77220;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259R77224;P2 BIN;1091881;NO CLIENTE;TORQUE PRIME LTDA;DICASA BOTECO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77233;P2 BIN;879919;NO CLIENTE;MK MARONEZI RESTAURANTE E GALETERIA LTDA;CHURRASCARIA E RESTAURANTE BONNABRASA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77239;P2 BIN;1162286;NO CLIENTE;HIPER BOM JESUS LTDA;HIPER BOM JESUS;2208;GESLAINE DE JESUS RODRIGUES GONCALVES;ALUGADA
PB1S259R77243;P2 BIN;1182785;NO CLIENTE;BRD COMERCIO DE ALIMENTOS LTDA;MIX DO PARQUE SUPERMERCADO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77244;P2 BIN;1162286;NO CLIENTE;HIPER BOM JESUS LTDA;HIPER BOM JESUS;2208;GESLAINE DE JESUS RODRIGUES GONCALVES;ALUGADA
PB1S259R77261;P2 BIN;1182231;NO CLIENTE;CELSO HENRIQUE ROCHA REIGO;HENRIQUE VIAGENS;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77268;P2 BIN;303702;NO CLIENTE;CENTRO ODONTOLOGICO ITAPEMA LTDA;CENTRO ODONTOLOGICO ITAPEMA;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
PB1S259R77272;P2 BIN;1141032;NO CLIENTE;MUNDO20 NOVA LIMA LTDA;MUNDO 20;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77274;P2 BIN;303470;NO CLIENTE;CAROLINE MARIANO DE MORAES;BELLA VITA ESTETICA E SAUDE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77280;P2 BIN;923380;NO CLIENTE;CARINA DESTRO MARCHI E CIA LTDA;POUSADA SITIO BOM FIM;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R77292;P2 BIN;1076591;NO CLIENTE;CENTRO CLINICO VITA LIFE LTDA;CENTRO CLINICO VITA LIFE LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77308;P2 BIN;320082;NO CLIENTE;HELP PNEUS AUTO CENTER LTDA;HELP AUTO CENTER;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S259R77360;P2 BIN;939176;NO CLIENTE;GV MORAIS COMERCIO DE ALIMENTOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77383;P2 BIN;1148612;NO CLIENTE;SOCIEDADE DISTRIBUIDORA DE MADEIRA CARNEIRO;DISTRIBUIDORA DE MADEIRA CARNEIRO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77385;P2 BIN;307908;NO CLIENTE;ANTONIO DE PADUA PINTO;TONI;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77387;P2 BIN;1210621;NO CLIENTE;GOPASS TECNOLOGIA LTDA;SABARA PASS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77390;P2 BIN;1142524;NO CLIENTE;JESUELMA MONICA DE SOUSA OLIVEIRA;MEGA 25;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77393;P2 BIN;1136851;NO CLIENTE;JANDERLEY ALEXSON DANTAS DA SILVA;LOJAO DO CARUARU MOSSORO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77397;P2 BIN;300541;NO CLIENTE;ALEX DA COSTA PORTO;BAR E MINI MERCEARIA UNIAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77398;P2 BIN;300541;NO CLIENTE;ALEX DA COSTA PORTO;BAR E MINI MERCEARIA UNIAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77399;P2 BIN;301980;NO CLIENTE;SAMUEL TEMPONI PAIVA;SAMUEL TEMPONI;1389;SMARTPAG;ALUGADA
PB1S259R77409;P2 BIN;299882;NO CLIENTE;CFC CLINICA MEDICA E ODONTOLOGICA LTDA;MED PLENA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77415;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259R77419;P2 BIN;1085676;NO CLIENTE;F R T RESTURANTE LTDA;PANELA CHEIA PRIME;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77422;P2 BIN;1161679;NO CLIENTE;LOJAO DO TURCO UTILIDADES LTDA;LOJAO DO TURCO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77435;P2 BIN;1160681;NO CLIENTE;EMMANUEL RODRIGUES VASCONCELOS;REZANATU;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77455;P2 BIN;1210621;NO CLIENTE;GOPASS TECNOLOGIA LTDA;SABARA PASS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77539;P2 BIN;1210621;NO CLIENTE;GOPASS TECNOLOGIA LTDA;SABARA PASS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77549;P2 BIN;1169816;NO CLIENTE;THE ROOSTER BURGER & BEER LTDA;THE ROOSTER BURGER & BEER;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77606;P2 BIN;1198196;NO CLIENTE;Z3 TICKETS E EVENTOS LTDA;Z3 TICKETS E EVENTOS;2941;AZUL PAGAMENTOS LTDA;ALUGADA
PB1S259R77648;P2 BIN;1160646;NO CLIENTE;COMERCIAL RB SUPERMERCADO LTDA;COMERCIAL DE ALIMENTOS RB;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77654;P2 BIN;891670;NO CLIENTE;LUCINEIDE CARDOSO DOS SANTOS CARVALHO;LUCINEIDE CARDOSO DOS SANTOS CARVALHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77658;P2 BIN;1169939;NO CLIENTE;FARMACIA DO TRABALHADOR POPULAR PARATIBE LTDA;FARMACIA DO TRABALHADOR POPULAR PARATIBE;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77674;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259R77719;P2 BIN;1169150;NO CLIENTE;C. A. MOURA SERVICE LTDA;FELIPE MOURA SERVICE;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77720;P2 BIN;1085676;NO CLIENTE;F R T RESTURANTE LTDA;PANELA CHEIA PRIME;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259R77729;P2 BIN;321025;NO CLIENTE;PRIMOS MARCHIORI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;COMERCIO MARCHIORI;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R77735;P2 BIN;1055167;NO CLIENTE;RESTAURANTE E PAMONHARIA DA ROCA LTDA;RESTAURANTE E PAMONHARIA DA ROCA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259R77738;P2 BIN;302678;NO CLIENTE;MGQ COMERCIO E SERVICOS LTDA;LUZIANIA COLCHOES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77761;P2 BIN;318055;NO CLIENTE;MULTISHOPPING CENTRO LTDA;OTICA FUTURA LUZIANIA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77785;P2 BIN;1219401;NO CLIENTE;OTICA E RELOJOARIA GRAVATAI LTDA;OTICA GRAVATAI;1349;VAREJO CONECTA;ALUGADA
PB1S259R77785;P2 BIN;1219401;NO CLIENTE;OTICA E RELOJOARIA GRAVATAI LTDA;OTICA GRAVATAI;1349;VAREJO CONECTA;ALUGADA
PB1S259R77799;P2 BIN;314570;NO CLIENTE;YGOR DE SOUSA RODRIGUES;VARANDA 06;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77807;P2 BIN;1125750;NO CLIENTE;DS NETO COMERCIO DE UTILIDADES LTDA;TABALATO;1349;VAREJO CONECTA;ALUGADA
PB1S259R77808;P2 BIN;300980;NO CLIENTE;CASA MORAIS CONSTRUCAO MIX LTDA;CASA MORAIS MIX;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R77810;P2 BIN;MÁQUINA PERDIDA;ERRO;VALOR DIGITADO INCORRETO;VALOR DIGITADO INCORRETO;VALOR DIGITADO INCORRETO;VALOR DIGITADO INCORRETO;ALUGADA
PB1S259R77811;P2 BIN;303004;NO CLIENTE;ALIBA IMPORT LTDA;ALIBA IMPORT LTDA;1349;VAREJO CONECTA;ALUGADA
PB1S259S74611;P2 BIN;320083;NO CLIENTE;CASA DE CARNES RIBEZE BUENO LTDA;CASA DE CARNES RIBEZE BUENO LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259S74618;P2 BIN;1058522;NO CLIENTE;CCM PANIFICADORA E CONFEITARIA LTDA;PANIFICADORA E CONFEITARIA SUPER PAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74620;P2 BIN;889294;NO CLIENTE;JOAO PAULO JUSTIMIANO;BELLAS STETICA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259S74622;P2 BIN;316005;NO CLIENTE;DEBORA ELESBAO DE ANDRADE BARBOZA;BOM SABOR;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74623;P2 BIN;302333;NO CLIENTE;ANA PAULA PRETO DA COSTA;IRMAOS OLIVEIRA PRETO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S259S74624;P2 BIN;1210621;NO CLIENTE;GOPASS TECNOLOGIA LTDA;SABARA PASS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74625;P2 BIN;1161183;NO CLIENTE;PEDRINA DE VASCONCELLOS SANTOS;MP ESPETINHOS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74628;P2 BIN;1218937;NO CLIENTE;ENGENHO LANCHONETE E CALDO DE CANA LTDA;ENGENHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74629;P2 BIN;320654;NO CLIENTE;CAPACEL CAPAS E PELICULAS PARA CELULAR LTDA;CAPACEL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74630;P2 BIN;322301;NO CLIENTE;GABRIEL JESUS CAMELO RODRIGUES IMPERIO DOS FRANGOS;IMPERIO DOS FRANGOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74633;P2 BIN;316144;NO CLIENTE;LAUDICEIA BORGES DOS SANTOS OLIVEIRA;QUADRIAVENTURE SE EM SERRA NEGRA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74633;P2 BIN;316144;NO CLIENTE;LAUDICEIA BORGES DOS SANTOS OLIVEIRA;QUADRIAVENTURE SE EM SERRA NEGRA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74634;P2 BIN;1095115;NO CLIENTE;FERNANDA BORIM SOUZA PINTO;D NANDA STORE;1708;ANA PAULA MIELLI;ALUGADA
PB1S259S74638;P2 BIN;911792;NO CLIENTE;TOK MAGICO CABELEIREIROS LTDA;TOK MAGICO CABELEIREIROS;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259S74641;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259S74648;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259S74661;P2 BIN;876984;NO CLIENTE;CONFORTO E CIA INDUSTRIA E COMERCIO DE MOVEIS LTDA;DECORACOES CONFORTO E COMPANIA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259S74662;P2 BIN;315808;NO CLIENTE;HENRIQUE DE GODOY CARNEIRO;RESTAURANTE NOVA ESPERANCA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74666;P2 BIN;303469;NO CLIENTE;ARTESANATO EM MADEIRA LEOPOLDINO LTDA;ARTESANATO LEOPOLDINO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S259S74671;P2 BIN;303729;NO CLIENTE;LTM PET LTDA;PET PLANET;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74672;P2 BIN;303004;NO CLIENTE;ALIBA IMPORT LTDA;ALIBA IMPORT LTDA;1349;VAREJO CONECTA;ALUGADA
PB1S259S74674;P2 BIN;300414;NO CLIENTE;DOGSTER BURGER E PIZZA LTDA;DOGSTER BURGER E PIZZA LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74675;P2 BIN;303531;NO CLIENTE;ATACADAO SHOP LTDA;ATACADAO SHOP;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74682;P2 BIN;1052402;NO CLIENTE;H I RODRIGUES CONFECCOES LTDA;H I RODRIGUES CONFECCOES LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259S74687;P2 BIN;1222305;NO CLIENTE;SOLANGE FERRARI CIANFA;CLINICA SOL FERRARI PSIQUE;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74694;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259S74698;P2 BIN;1178422;NO CLIENTE;COMERCIO DE MADEIRAS E ARTIGOS BASICOS E EXTRATIVISTAS LTDA;MADEIRAO DF;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259S74700;P2 BIN;939192;NO CLIENTE;J G V MORAIS COMERCIO DE PIZZAS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259S74701;P2 BIN;1210621;NO CLIENTE;GOPASS TECNOLOGIA LTDA;SABARA PASS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259S74704;P2 BIN;300590;NO CLIENTE;RENATO RODRIGUES DE QUEIROZ LTDA;TUBARAO MINIMERCADO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259S74834;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1SP39E70027;P2 BIN;1206827;NO CLIENTE;MICHAELL KEYTON;MK EVENTOS;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1SP39E70230;P2 BIN;1206827;NO CLIENTE;MICHAELL KEYTON;MK EVENTOS;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB3T247J70068;P2 BIN;1097761;NO CLIENTE;GIRA GIRA COMERCIO LTDA;GIRA GIRA;2450;BEELY BUSINESS CHANGERS LTDA;ALUGADA
PB3T247J70448;P2 BIN;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;ALUGADA
PB3T247J70607;P2 BIN;1182778;NO CLIENTE;ATACADAO MEGA GELATTO LUZIANIA LTDA.;MEGA GELATTO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB3T247J70691;P2 BIN;308410;NO CLIENTE;GIOVANI APARECIDO ALVES DE ALMEIDA;ADEGA GIOVANIN;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB3T247J70691;P2 BIN;308410;NO CLIENTE;GIOVANI APARECIDO ALVES DE ALMEIDA;ADEGA GIOVANIN;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB3T247J70932;P2 BIN;1140703;NO CLIENTE;MERCADINHO MASCARENHAS SILVA LTDA;MERCADINHO MASCARENHAS;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB3T247J70972;P2 BIN;299444;NO CLIENTE;DENTALSHINE ODONTOLOGIA LTDA;ODC SAO MATEUS MATRIZ;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
PB3T247J71036;P2 BIN;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;ALUGADA
PB3T247J71249;P2 BIN;1114765;NO CLIENTE;PLINIO FABIO DAS CHAGAS CARVALHO;FLUX 082 BAR E RESTAURANTE;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB3T247J71491;P2 BIN;1116079;NO CLIENTE;MENDES E LIMA LTDA;BARATAO DAS UTILIDADES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
